116	1	55555	01010	00000	0	0	1	0	0	1
117	2	55555	01010	00000	0	1	1	0	0	0
118	2554	55555	01010	00000	0	2553	1	0	0	0
119	2555	55555	01010	00000	0	2554	1	0	0	0
120	-2554	55555	01010	00000	0	-2555	1	1	0	0
121	-2555	55555	01010	00000	0	-2556	1	1	0	0
122	-2147483647	55555	01010	00000	0	-2147483648	1	1	0	0
123	-2147483648	55555	01010	00000	0	2147483647	1	0	1	0
124	2554	55555	01011	00000	0	0	1	0	0	1
125	0	55555	01011	00000	0	0	1	0	0	1
126	-2554	55555	01011	00000	0	0	1	0	0	1
127	2554	55555	01100	00000	0	2554	1	0	0	0
128	0	55555	01100	00000	0	0	1	0	0	1
129	-2554	55555	01100	00000	0	-2554	1	1	0	0
130	55555	2554	01101	00000	0	2554	1	0	0	0
131	55555	0	01101	00000	0	0	1	0	0	1
132	55555	-2554	01101	00000	0	-2554	1	1	0	0
133	306980392	55555	01110	00000	0	306980392	1	0	0	0
134	306980392	55555	01110	00110	0	4796568	1	0	0	0
135	306980392	55555	01110	10110	0	73	1	0	0	0
136	306980392	55555	01110	11110	0	0	1	0	0	1
137	-306980392	55555	01110	00000	0	-306980392	1	1	0	0
138	-306980392	55555	01110	00110	0	-4796569	1	1	0	0
139	-306980392	55555	01110	10110	0	-74	1	1	0	0
140	-306980392	55555	01110	11110	0	-1	1	1	0	0
141	306980392	0	01110	00000	1	306980392	1	0	0	0
142	306980392	6	01110	00000	1	4796568	1	0	0	0
143	306980392	22	01110	00000	1	73	1	0	0	0
144	306980392	30	01110	00000	1	0	1	0	0	1
145	-306980392	0	01110	00000	1	-306980392	1	1	0	0
146	-306980392	6	01110	00000	1	-4796569	1	1	0	0
147	-306980392	22	01110	00000	1	-74	1	1	0	0
148	-306980392	30	01110	00000	1	-1	1	1	0	0
149	306980392	55555	01111	00000	0	306980392	1	0	0	0
150	306980392	55555	01111	00110	0	4796568	1	0	0	0
151	306980392	55555	01111	10110	0	73	1	0	0	0
152	306980392	55555	01111	11110	0	0	1	0	0	1
153	-306980392	55555	01111	00000	0	-306980392	1	1	0	0
154	-306980392	55555	01111	00110	0	62312295	1	0	0	0
155	-306980392	55555	01111	10110	0	950	1	0	0	0
156	-306980392	55555	01111	11110	0	3	1	0	0	0
157	306980392	0	01111	00000	1	306980392	1	0	0	0
158	306980392	6	01111	00000	1	4796568	1	0	0	0
159	306980392	22	01111	00000	1	73	1	0	0	0
160	306980392	30	01111	00000	1	0	1	0	0	1
161	-306980392	0	01111	00000	1	-306980392	1	1	0	0
162	-306980392	6	01111	00000	1	62312295	1	0	0	0
163	-306980392	22	01111	00000	1	950	1	0	0	0
164	-306980392	30	01111	00000	1	3	1	0	0	0
165	306980392	55555	10000	00000	0	306980392	1	0	0	0
166	306980392	55555	10000	00110	0	319392256	1	0	0	0
167	306980392	55555	10000	10110	0	167772160	1	0	0	0
168	306980392	55555	10000	11110	0	0	1	0	0	1
169	-306980392	55555	10000	00000	0	-306980392	1	1	0	0
170	-306980392	55555	10000	00110	0	-319392256	1	1	0	0
171	-306980392	55555	10000	10110	0	-167772160	1	1	0	0
172	-306980392	55555	10000	11110	0	-2147483648	1	1	0	0
173	306980392	0	10000	00000	1	306980392	1	0	0	0
174	306980392	6	10000	00000	1	319392256	1	0	0	0
175	306980392	22	10000	00000	1	167772160	1	0	0	0
176	306980392	30	10000	00000	1	0	1	0	0	1
177	-306980392	0	10000	00000	1	-306980392	1	1	0	0
178	-306980392	6	10000	00000	1	-319392256	1	1	0	0
179	-306980392	22	10000	00000	1	-167772160	1	1	0	0
180	-306980392	30	10000	00000	1	-2147483648	1	1	0	0
181	306980392	55555	10001	00000	0	306980392	1	0	0	0
182	306980392	55555	10001	00110	0	-1828091392	1	1	0	0
183	306980392	55555	10001	10110	0	-1979711488	1	1	0	0
184	306980392	55555	10001	11110	0	0	1	0	0	1
185	-306980392	55555	10001	00000	0	-306980392	1	1	0	0
186	-306980392	55555	10001	00110	0	1828091392	1	0	0	0
187	-306980392	55555	10001	10110	0	1979711488	1	0	0	0
188	-306980392	55555	10001	11110	0	0	1	0	0	1
189	306980392	0	10001	00000	1	306980392	1	0	0	0
190	306980392	6	10001	00000	1	-1828091392	1	1	0	0
191	306980392	22	10001	00000	1	-1979711488	1	1	0	0
192	306980392	30	10001	00000	1	0	1	0	0	1
193	-306980392	0	10001	00000	1	-306980392	1	1	0	0
194	-306980392	6	10001	00000	1	1828091392	1	0	0	0
195	-306980392	22	10001	00000	1	1979711488	1	0	0	0
196	-306980392	30	10001	00000	1	0	1	0	0	1
197	306980392	55555	10010	00000	0	306980392	1	0	0	0
198	306980392	55555	10010	00110	0	-1605816168	1	1	0	0
199	306980392	55555	10010	10110	0	815308873	1	0	0	0
200	306980392	55555	10010	11110	0	1227921568	1	0	0	0
201	-306980392	55555	10010	00000	0	-306980392	1	1	0	0
202	-306980392	55555	10010	00110	0	1672925031	1	0	0	0
203	-306980392	55555	10010	10110	0	-815307850	1	1	0	0
204	-306980392	55555	10010	11110	0	-1227921565	1	1	0	0
205	306980392	0	10010	00000	1	306980392	1	0	0	0
206	306980392	6	10010	00000	1	-1605816168	1	1	0	0
207	306980392	22	10010	00000	1	815308873	1	0	0	0
208	306980392	30	10010	00000	1	1227921568	1	0	0	0
209	-306980392	0	10010	00000	1	-306980392	1	1	0	0
210	-306980392	6	10010	00000	1	1672925031	1	0	0	0
211	-306980392	22	10010	00000	1	-815307850	1	1	0	0
212	-306980392	30	10010	00000	1	-1227921565	1	1	0	0
213	306980392	55555	10011	00000	0	306980392	1	0	0	0
214	306980392	55555	10011	00110	0	-1828091388	1	1	0	0
215	306980392	55555	10011	10110	0	-1979411703	1	1	0	0
216	306980392	55555	10011	11110	0	76745098	1	0	0	0
217	-306980392	55555	10011	00000	0	-306980392	1	1	0	0
218	-306980392	55555	10011	00110	0	1828091451	1	0	0	0
219	-306980392	55555	10011	10110	0	1983606006	1	0	0	0
220	-306980392	55555	10011	11110	0	996996726	1	0	0	0
221	306980392	0	10011	00000	1	306980392	1	0	0	0
222	306980392	6	10011	00000	1	-1828091388	1	1	0	0
223	306980392	22	10011	00000	1	-1979411703	1	1	0	0
224	306980392	30	10011	00000	1	76745098	1	0	0	0
225	-306980392	0	10011	00000	1	-306980392	1	1	0	0
226	-306980392	6	10011	00000	1	1828091451	1	0	0	0
227	-306980392	22	10011	00000	1	1983606006	1	0	0	0
228	-306980392	30	10011	00000	1	996996726	1	0	0	0
229	22554451	8787878	11111	11111	1	22554451	0	0	0	0
